Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2022-10-10,BTN,Bhutan,,7.955012,-1.031819,169685,1459,,168226,,,False,False,GH
2022-10-10,BTN,Bhutan,,23.624813,-102.578671,7090965,330139,,6760826,,,False,False,MX
2022-10-10,BTN,Bhutan,,-32.53152,-55.758328,986446,7495,,978951,,,False,False,UY
2022-10-10,BTN,Bhutan,,7.874097,80.767098,670869,16768,,654101,,,False,False,LK
2022-10-10,BTN,Bhutan,,56.155403,11.617223,3308378,7121,,3301257,,,False,False,DK
2022-10-10,BTN,Bhutan,,41.611,21.751417,343319,9544,,333775,,,False,False,MK
2022-10-10,BTN,Bhutan,,49.575693,-2.42318,31545,63,,31482,,,False,False,GG
2022-10-10,BTN,Bhutan,,10.687223,-61.220852,183824,4224,,179600,,,False,False,TT
2022-10-10,BTN,Bhutan,,9.148086,40.493059,493682,7572,,486110,,,False,False,ET
2022-10-10,BTN,Bhutan,,-40.9006,174.886,1783035,3095,,1779940,,,False,False,NZ
2022-10-10,BTN,Bhutan,,46.860945,103.836986,983610,2131,,981479,,,False,False,MN
2022-10-10,BTN,Bhutan,,18.036736,-64.801704,23198,123,,23075,,,False,False,VI
2022-10-10,BTN,Bhutan,,17.192929,-88.5009,68884,686,,68198,,,False,False,BZ
2022-10-10,BTN,Bhutan,,0.863044,6.968272,6236,77,,6159,,,False,False,ST
2022-10-10,BTN,Bhutan,,23.886291,45.081139,817612,9368,,808244,,,False,False,SA
2022-10-10,BTN,Bhutan,,56.875584,24.607722,939146,6013,,933133,,,False,False,LV
2022-04-25,BTN,Bhutan,,26.696361,30.246486,515645,24613,,491032,,,False,False,EG
2022-10-10,BTN,Bhutan,,51.165706,10.452764,33948632,150535,,33798097,,,False,False,DE
2022-10-10,BTN,Bhutan,,-23.45139,-58.453215,716543,19591,,696952,,,False,False,PY
2022-10-10,BTN,Bhutan,,15.776261,-90.229744,1127942,19819,,1108123,,,False,False,GT
2022-10-10,BTN,Bhutan,,53.41975,-8.240472,1666048,7959,,1658089,,,False,False,IE
2022-10-10,BTN,Bhutan,,15.416749,-61.36413,15760,74,,15686,,,False,False,DM
2022-10-10,BTN,Bhutan,,23.68764,90.351002,2030090,29384,,2000706,,,False,False,BD
2022-10-10,BTN,Bhutan,,-16.578041,178.416339,68245,878,,67367,,,False,False,FJ
2022-10-10,BTN,Bhutan,,13.796873,-88.910412,201785,4230,,197555,,,False,False,SV
2022-10-10,BTN,Bhutan,,54.23782,-4.555111,38008,116,,37892,,,False,False,IM
2022-07-14,BTN,Bhutan,,,,7335,1,,7334,,,False,False,
2022-10-10,BTN,Bhutan,,24.358745,53.982494,1030837,2346,,1028491,,,False,False,AE
2022-10-10,BTN,Bhutan,,-14.242914,-53.189267,34699017,686573,,34012444,,,False,False,BR
2022-10-10,BTN,Bhutan,,39.553444,-7.839319,5502208,25087,,5477121,,,False,False,PT
2022-10-10,BTN,Bhutan,,24.885993,-76.709892,37309,833,,36476,,,False,False,BS
2022-10-10,BTN,Bhutan,,,,3430,13,,3417,,,False,False,
2022-10-10,BTN,Bhutan,,3.917845,-56.032028,81114,1385,,79729,,,False,False,SR
2022-10-10,BTN,Bhutan,,28.026875,1.65284,270707,6881,,263826,,,False,False,DZ
2022-10-10,BTN,Bhutan,,47.164638,19.508944,2107907,47576,,2060331,,,False,False,HU
2022-10-10,BTN,Bhutan,,,,221618,1044,,220574,,,False,False,
2022-10-10,BTN,Bhutan,,,,11939,2158,,9781,,,False,False,YE
2022-10-02,BOL,Bolivia,,45.947125,24.980514,3269317,66996,,3202321,,,False,False,RO
2022-06-12,BOL,Bolivia,,18.22512,-63.07213,3342,9,,3333,,,False,False,AI
2022-06-12,BOL,Bolivia,,13.183551,-59.534649,82318,468,,81850,,,False,False,BB
2022-06-12,BOL,Bolivia,,-23.45139,-58.453215,652044,18932,,633112,,,False,False,PY
2022-06-12,BOL,Bolivia,,-15.422486,60.006449,227442,1000,,226442,,,False,False,MU
2022-06-12,BOL,Bolivia,,-16.28835,-63.549429,911635,21950,,889685,,,False,False,BO
2022-06-12,BOL,Bolivia,,49.575693,-2.42318,25874,47,,25827,,,False,False,GG
2022-06-12,BOL,Bolivia,,38.961515,35.25175,15078186,98976,,14979210,,,False,False,TU
2022-06-12,BOL,Bolivia,,12.54775,104.98386,136262,3056,,133206,,,False,False,KH
2022-06-12,BOL,Bolivia,,4.866324,-58.932507,65892,1239,,64653,,,False,False,GY
2022-06-12,BOL,Bolivia,,21.00681,-10.947098,59259,982,,58277,,,False,False,MR
2022-06-12,BOL,Bolivia,,,,5717,1,,5716,,,False,False,
2021-05-09,BOL,Bolivia,,34.814901,39.056126,23379,1657,,21722,,,False,False,SY
2021-02-15,BOL,Bolivia,,21.692252,-71.803756,1874,13,,1861,,,False,False,TC
2022-06-12,BOL,Bolivia,,-36.711951,-73.601704,3829119,58109,,3771010,,,False,False,CL
2021-02-15,BOL,Bolivia,,-6.368216,34.885195,509,21,,488,,,False,False,TZ
2022-06-12,BOL,Bolivia,,15.776261,-90.229744,871263,18293,,852970,,,False,False,GT
2022-03-06,BOL,Bolivia,,33.223737,43.685901,2308191,27439,,2280752,,,False,False,IQ
2022-06-12,BOL,Bolivia,,-18.670284,35.530157,226463,2206,,224257,,,False,False,MZ
2022-06-12,BOL,Bolivia,,12.209209,-68.945576,44314,278,,44036,,,False,False,CW
2021-04-11,BOL,Bolivia,,10.687223,-61.220852,8940,153,,8787,,,False,False,TT
2022-06-12,BOL,Bolivia,,8.621697,0.829685,37196,273,,36923,,,False,False,TG
2022-06-12,BOL,Bolivia,,33.892166,9.561556,1043540,28648,,1014892,,,False,False,TN
2022-06-12,BOL,Bolivia,,-6.48825,148.403152,44662,658,,44004,,,False,False,PG
2022-06-12,BOL,Bolivia,,26.039722,50.559306,595787,1489,,594298,,,False,False,BH
2022-06-12,BOL,Bolivia,,,,11909,12,,11897,,,False,False,
2022-06-12,BOL,Bolivia,,-18.777193,46.854328,64685,1396,,63289,,,False,False,MG
2022-06-12,BOL,Bolivia,,12.152588,-61.689557,18035,231,,17804,,,False,False,GD
2022-06-12,BOL,Bolivia,,11.802527,-15.177029,8305,171,,8134,,,False,False,GW
2022-06-12,BOL,Bolivia,,41.379722,64.564459,239272,1637,,237635,,,False,False,UZ
2022-06-12,BOL,Bolivia,,30.441861,69.359766,1531273,30381,,1500892,,,False,False,PK
2021-05-16,BOL,Bolivia,,18.091293,-63.08288,2282,27,,2255,,,False,False,SX
2022-06-12,BOL,Bolivia,,46.860945,103.836986,926282,2115,,924167,,,False,False,MN
2022-06-12,BOL,Bolivia,,31.276778,37.130583,1697271,14068,,1683203,,,False,False,JO
2021-05-30,BOL,Bolivia,,-51.800581,-59.528839,63,0,,63,,,False,False,FK
2022-05-15,BOL,Bolivia,,64.583013,17.86411,2953423,3061,,2950362,,,False,False,NO
2022-06-12,BOL,Bolivia,,17.611,8.080946,9031,310,,8721,,,False,False,NE
2022-06-12,BOL,Bolivia,,34.886306,134.379711,9032197,30883,,9001314,,,False,False,JP
2022-06-12,BOL,Bolivia,,,,33746,699,,33047,,,False,False,LS
2022-06-12,BOL,Bolivia,,71.702379,-42.177174,11971,21,,11950,,,False,False,GRL
2022-06-12,BOL,Bolivia,,-11.209451,17.880669,99839,1900,,97939,,,False,False,AO
2021-04-11,BOL,Bolivia,,43.892652,17.670584,191154,7938,,183216,,,False,False,BA
2022-06-12,BOL,Bolivia,,6.414107,-66.578926,524291,5724,,518567,,,False,False,VE
2022-06-12,BOL,Bolivia,,4.577317,-74.298973,6117847,139894,,5977953,,,False,False,CO
2022-06-12,BOL,Bolivia,,40.147396,47.572098,792870,9715,,783155,,,False,False,AZ
2022-06-12,BOL,Bolivia,,-26.853388,133.275155,7568100,8957,,7559143,,,False,False,AU
2022-06-12,BOL,Bolivia,,21.516861,55.859291,389758,4260,,385498,,,False,False,OM
2022-06-12,BOL,Bolivia,,18.736509,-70.161744,592578,4382,,588196,,,False,False,DO
2022-06-12,BOL,Bolivia,,15.974222,105.806431,10731812,43083,,10688729,,,False,False,VN
2022-05-15,BOL,Bolivia,,35.167406,33.435499,673087,1348,,671739,,,False,False,CY
2021-04-11,BOL,Bolivia,,17.257731,-62.706413,44,0,,44,,,False,False,KN
2022-06-12,BOL,Bolivia,,16.749415,-62.192741,1012,8,,1004,,,False,False,MS
2022-05-15,BOL,Bolivia,,53.41975,-8.240472,1589128,7203,,1581925,,,False,False,IE
2022-06-12,BOL,Bolivia,,41.611,21.751417,312607,9316,,303291,,,False,False,MK
2021-04-11,BOL,Bolivia,,-4.034789,21.755028,29004,745,,28259,,,False,False,CD
2022-06-12,BOL,Bolivia,,-3.387918,29.920395,42297,15,,42282,,,False,False,BI
2022-06-12,BOL,Bolivia,,6.452424,-9.428598,7460,294,,7166,,,False,False,LR
2022-06-12,BOL,Bolivia,,,,11822,2149,,9673,,,False,False,YE
2022-06-12,BOL,Bolivia,,-1.779901,-78.131592,887478,35652,,851826,,,False,False,EC
2022-06-12,BOL,Bolivia,,36.132235,-5.352273,18806,102,,18704,,,False,False,GI
2022-06-12,BOL,Bolivia,,49.217445,-2.141055,51132,129,,51003,,,False,False,JE
2022-06-12,BOL,Bolivia,,12.24185,-1.55676,20899,384,,20515,,,False,False,BF
2022-06-12,BOL,Bolivia,,42.710152,19.410069,237901,2722,,235179,,,False,False,ME
2022-06-12,BOL,Bolivia,,-13.151917,27.852537,322919,3989,,318930,,,False,False,ZM
2022-05-15,BOL,Bolivia,,26.696361,30.246486,515645,24690,,490955,,,False,False,EG
2022-06-12,BOL,Bolivia,,-17.778572,-143.903496,73106,649,,72457,,,False,False,PF
2021-05-16,BOL,Bolivia,,-8.79973,125.677345,4458,10,,4448,,,False,False,TL
2022-07-03,BOL,Bolivia,,48.665639,19.709097,2551653,20147,,2531506,,,False,False,SK
2022-06-12,BOL,Bolivia,,-19.013286,29.146666,254155,5521,,248634,,,False,False,ZW
2022-06-12,BOL,Bolivia,,9.084575,8.674252,256264,3144,,253120,,,False,False,NG
2021-04-11,BOL,Bolivia,,54.23782,-4.555111,1575,29,,1546,,,False,False,IM
2022-06-12,BOL,Bolivia,,53.711111,27.973847,982867,6978,,975889,,,False,False,BY
2022-06-12,BOL,Bolivia,,32.420653,53.682375,7233688,141350,,7092338,,,False,False,IR
2022-06-12,BOL,Bolivia,,8.41771,-80.112778,891349,8299,,883050,,,False,False,PA
2022-03-06,BOL,Bolivia,,17.331835,145.47577,9922,66,,9856,,,False,False,MP
2022-06-12,BOL,Bolivia,,23.624813,-102.578671,5823844,325194,,5498650,,,False,False,MX
2022-06-12,BOL,Bolivia,,1.365188,32.304651,165346,3604,,161742,,,False,False,UG
2022-06-12,BOL,Bolivia,,12.517713,-69.965112,39339,219,,39120,,,False,False,AW
2022-06-12,BOL,Bolivia,,-22.34403,24.680158,310439,2709,,307730,,,False,False,BW
2021-02-15,BOL,Bolivia,,36.966428,-95.844032,27694168,486325,,27207843,,,False,False,US
2022-06-12,BOL,Bolivia,,13.796873,-88.910412,164134,4135,,159999,,,False,False,SV
2022-06-12,BOL,Bolivia,,12.866726,-85.214298,18491,225,,18266,,,False,False,NI
2022-10-02,BOL,Bolivia,,46.145528,14.974542,1187592,8273,,1179319,,,False,False,SI
2022-06-12,BOL,Bolivia,,48.379888,31.168139,5014929,108605,,4906324,,,False,False,UA
2022-06-12,BOL,Bolivia,,7.955012,-1.031819,161841,1445,,160396,,,False,False,GH
2022-05-22,BOL,Bolivia,,18.573601,-64.492065,6690,117,,6573,,,False,False,VG
2022-06-12,BOL,Bolivia,,46.979527,28.377195,519234,11554,,507680,,,False,False,MD
2022-06-12,BOL,Bolivia,,17.192929,-88.5009,61150,678,,60472,,,False,False,BZ
2022-06-12,BOL,Bolivia,,31.881464,34.894978,657879,5660,,652219,,,False,False,PS
2022-06-12,BOL,Bolivia,,31.418388,35.073541,4187536,10882,,4176654,,,False,False,IL
2022-06-12,BOL,Bolivia,,24.358745,53.982494,917496,2305,,915191,,,False,False,AE
2021-04-11,BOL,Bolivia,,12.160842,-68.304383,1548,15,,1533,,,False,False,BQ
2022-06-12,BOL,Bolivia,,,,3204,13,,3191,,,False,False,
2022-06-12,BOL,Bolivia,,-14.242914,-53.189267,31456865,668110,,30788755,,,False,False,BR
2022-06-12,BOL,Bolivia,,,,8131,161,,7970,,,False,False,KM
2022-06-12,BOL,Bolivia,,0.170945,37.903969,326932,5651,,321281,,,False,False,KE
2022-06-12,BOL,Bolivia,,11.808375,42.595222,15690,189,,15501,,,False,False,DJ
2022-06-12,BOL,Bolivia,,54.633221,-3.432277,22395790,179272,,22216518,,,False,False,UK
2022-10-02,BOL,Bolivia,,39.896027,-2.487694,13493210,114366,,13378844,,,False,False,ES
2022-04-17,BOL,Bolivia,,34.668138,104.165802,530547,14634,,515913,,,False,False,CN
2021-04-11,BOL,Bolivia,,12.980909,-61.287392,1819,10,,1809,,,False,False,VC
2022-06-12,BOL,Bolivia,,-16.578041,178.416339,65217,865,,64352,,,False,False,FJ
2022-06-12,BOL,Bolivia,,,,766,1,,765,,,False,False,EH
2022-06-12,BOL,Bolivia,,,,10575,14,,10561,,,False,False,VU
2022-06-12,BOL,Bolivia,,18.036736,-64.801704,20472,115,,20357,,,False,False,VI
2022-06-12,BOL,Bolivia,,43.738348,7.424451,12486,57,,12429,,,False,False,MC
2022-06-12,BOL,Bolivia,,24.885993,-76.709892,35351,812,,34539,,,False,False,BS
2022-06-12,BOL,Bolivia,,,,5145,6,,5139,,,False,False,
2022-06-12,BOL,Bolivia,,,,17786,125,,17661,,,False,False,TJ
2022-06-12,BOL,Bolivia,,-32.53152,-55.758328,943877,7290,,936587,,,False,False,UY
2022-06-12,BOL,Bolivia,,42.542268,1.596865,43224,153,,43071,,,False,False,AD
2022-10-02,BOL,Bolivia,,62.199806,17.637493,2598609,20260,,2578349,,,False,False,SE
2022-06-12,BOL,Bolivia,,15.416749,-61.36413,14638,67,,14571,,,False,False,DM
2022-06-12,BOL,Bolivia,,18.115265,-77.273479,140670,3084,,137586,,,False,False,JM
2022-06-12,BOL,Bolivia,,31.792306,-7.080168,1175604,16082,,1159522,,,False,False,MA
2022-06-12,BOL,Bolivia,,,,14187,28,,14159,,,False,False,WS
2022-06-12,BOL,Bolivia,,26.338522,17.268816,502076,6430,,495646,,,False,False,LY
2022-06-12,BOL,Bolivia,,18.205208,103.895043,210147,757,,209390,,,False,False,LA
2022-06-12,BOL,Bolivia,,,,21237,149,,21088,,,False,False,SB
2022-06-12,BOL,Bolivia,,35.901696,127.735889,18229288,24388,,18204900,,,False,False,KR
2022-06-12,BOL,Bolivia,,13.446472,144.786613,50120,369,,49751,,,False,False,GU
2022-06-12,BOL,Bolivia,,-22.965662,18.486165,168448,4049,,164399,,,False,False,NA
2022-06-12,BOL,Bolivia,,41.156986,20.181222,276731,3497,,273234,,,False,False,AL
2022-06-12,BOL,Bolivia,,44.206802,20.911009,2020338,16101,,2004237,,,False,False,RS
2022-10-02,BOL,Bolivia,,64.963942,-19.021169,212182,213,,211969,,,False,False,IS
2022-06-12,BOL,Bolivia,,33.872639,35.876736,1101109,10445,,1090664,,,False,False,LB
2022-06-12,BOL,Bolivia,,21.527062,-79.544601,1105631,8529,,1097102,,,False,False,CU
2021-02-15,BOL,Bolivia,,0.863044,6.968272,1482,19,,1463,,,False,False,ST
2021-02-15,BOL,Bolivia,,17.363183,-61.789423,443,7,,436,,,False,False,AG
2022-06-12,BOL,Bolivia,,3.917845,-56.032028,80673,1352,,79321,,,False,False,SR
2022-10-02,BOL,Bolivia,,50.499527,4.475402,4546669,32129,,4514540,,,False,False,BE
2022-06-12,BOL,Bolivia,,13.445412,-15.311436,12002,365,,11637,,,False,False,GM
2022-06-05,BOL,Bolivia,,46.815514,8.224472,3685278,13350,,3671928,,,False,False,CH
2022-10-02,BOL,Bolivia,,49.800901,15.478153,4107269,40993,,4066276,,,False,False,CZ
2022-06-12,BOL,Bolivia,,32.320236,-64.774022,15428,138,,15290,,,False,False,BM
2022-06-12,BOL,Bolivia,,-2.518722,118.015568,6061079,156652,,5904427,,,False,False,ID
2021-02-15,BOL,Bolivia,,7.546855,-5.547099,31140,174,,30966,,,False,False,CI
2021-05-16,BOL,Bolivia,,16.0026,-24.014095,28168,249,,27919,,,False,False,CV
2022-06-12,BOL,Bolivia,,-7.018792,51.242138,44363,167,,44196,,,False,False,SC
2022-10-02,BOL,Bolivia,,46.232193,2.209667,35529570,169314,,35360256,,,False,False,FR
2022-06-12,BOL,Bolivia,,18.223285,-66.592731,716351,4439,,711912,,,False,False,PR
2022-06-12,BOL,Bolivia,,3.202833,73.165249,179979,299,,179680,,,False,False,MV
2022-06-12,BOL,Bolivia,,12.881958,121.766541,3693222,60461,,3632761,,,False,False,PH
2022-06-12,BOL,Bolivia,,-21.123889,165.846901,62623,313,,62310,,,False,False,NC
2022-10-02,BOL,Bolivia,,49.815764,6.131514,341750,1322,,340428,,,False,False,LU
2022-06-12,BOL,Bolivia,,41.205528,74.779888,200993,2991,,198002,,,False,False,KG
2022-06-12,BOL,Bolivia,,27.515709,90.442455,59644,21,,59623,,,False,False,BT
2022-06-12,BOL,Bolivia,,19.512365,-80.580024,25886,28,,25858,,,False,False,KY
2022-10-02,BOL,Bolivia,,38.275283,23.810343,4568451,33200,,4535251,,,False,False,EL
2022-10-02,BOL,Bolivia,,52.133057,5.29525,8435771,22663,,8413108,,,False,False,NL
2022-06-12,BOL,Bolivia,,7.856272,30.040413,17644,138,,17506,,,False,False,SS
2022-06-12,BOL,Bolivia,,15.45847,30.217636,62475,4950,,57525,,,False,False,SD
2021-05-16,BOL,Bolivia,,-0.662071,14.927424,11343,148,,11195,,,False,False,CG
2022-06-12,BOL,Bolivia,,8.464806,-11.795934,7684,125,,7559,,,False,False,SL
2022-06-12,BOL,Bolivia,,-40.9006,174.886,1242497,1267,,1241230,,,False,False,NZ
2022-10-02,BOL,Bolivia,,55.174112,23.906736,1478824,9273,,1469551,,,False,False,LT
2022-06-12,BOL,Bolivia,,6.614041,20.941759,14421,113,,14308,,,False,False,CF
2022-06-12,BOL,Bolivia,,23.68764,90.351002,1954243,29131,,1925112,,,False,False,BD
2022-10-02,BOL,Bolivia,,42.729862,25.491667,1249306,37664,,1211642,,,False,False,BG
2021-05-16,BOL,Bolivia,,61.897846,-6.928791,670,1,,669,,,False,False,FO
2022-06-05,BOL,Bolivia,,48.193764,66.902264,1413990,19016,,1394974,,,False,False,KZ
2022-06-12,BOL,Bolivia,,-13.24627,34.295385,86107,2642,,83465,,,False,False,MW
2022-10-02,BOL,Bolivia,,51.165706,10.452764,33386229,150064,,33236165,,,False,False,DE
2021-05-16,BOL,Bolivia,,19.163916,96.68303,143065,3212,,139853,,,False,False,MM
2021-05-16,BOL,Bolivia,,4.525125,114.715443,232,3,,229,,,False,False,BN
2022-06-12,BOL,Bolivia,,1.364917,103.822872,1321146,1397,,1319749,,,False,False,SG
2022-06-12,BOL,Bolivia,,62.393303,-96.818145,3892409,41470,,3850939,,,False,False,CA
2022-06-12,BOL,Bolivia,,,,6192,31,,6161,,,False,False,
2022-06-12,BOL,Bolivia,,7.874097,80.767098,663960,16519,,647441,,,False,False,LK
2022-06-12,BOL,Bolivia,,1.633925,10.341295,16034,183,,15851,,,False,False,GQ
2022-06-12,BOL,Bolivia,,-1.94708,29.876376,130383,1459,,128924,,,False,False,RW
2022-06-12,BOL,Bolivia,,15.18132,39.786709,9771,103,,9668,,,False,False,ER
2022-02-27,BOL,Bolivia,,4.109319,109.455475,3419636,39364,,3380272,,,False,False,MY
2022-06-12,BOL,Bolivia,,21.125681,82.794998,43230101,524771,,42705330,,,False,False,IN
2022-10-02,BOL,Bolivia,,44.48732,16.460306,1233728,16914,,1216814,,,False,False,HR
2022-06-05,BOL,Bolivia,,13.904011,-60.974176,26234,371,,25863,,,False,False,LC
2022-10-02,BOL,Bolivia,,39.553444,-7.839319,5497717,25053,,5472664,,,False,False,PT
2022-06-12,BOL,Bolivia,,13.036597,101.492515,4486664,30349,,4456315,,,False,False,TH
2022-06-12,BOL,Bolivia,,23.886291,45.081139,778983,9318,,769665,,,False,False,SA
2022-07-24,BOL,Bolivia,,47.164638,19.508944,1951079,46736,,1904343,,,False,False,HU
2022-10-02,BOL,Bolivia,,56.875584,24.607722,929766,6725,,923041,,,False,False,LV
2022-06-12,BOL,Bolivia,,9.624897,-84.253308,904934,8525,,896409,,,False,False,CR
2022-10-02,BOL,Bolivia,,64.952416,26.068944,1295225,8054,,1287171,,,False,False,FI
2022-06-12,BOL,Bolivia,,25.318833,51.19693,372704,677,,372027,,,False,False,QA
2022-06-12,BOL,Bolivia,,28.395056,84.127803,979271,11952,,967319,,,False,False,NP
2020-04-06,BOL,Bolivia,,17.903496,-62.831448,6,0,0,6,0,0,False,False,BL
2022-06-05,BOL,Bolivia,,15.445718,18.738068,7420,193,,7227,,,False,False,TD
2022-06-12,BOL,Bolivia,,41.85637,21.803351,228450,3139,,225311,,,False,False,XK
2021-05-30,BOL,Bolivia,,41.903859,12.452041,27,0,,27,,,False,False,VA
2022-06-12,BOL,Bolivia,,9.148086,40.493059,478963,7516,,471447,,,False,False,ET
2022-06-12,BOL,Bolivia,,42.319847,43.368055,1658240,16835,,1641405,,,False,False,GE
2022-06-12,BOL,Bolivia,,-28.48322,24.676997,3979126,101509,,3877617,,,False,False,ZA
2022-06-12,BOL,Bolivia,,43.942973,12.460035,17124,115,,17009,,,False,False,SM
2022-06-12,BOL,Bolivia,,40.066181,45.111108,423006,8625,,414381,,,False,False,AM
2022-09-25,BOL,Bolivia,,56.155403,11.617223,3182330,7014,,3175316,,,False,False,DK
2022-06-12,BOL,Bolivia,,5.152149,46.199616,26565,1361,,25204,,,False,False,SO
2022-06-12,BOL,Bolivia,,14.499454,-14.445562,86170,1967,,84203,,,False,False,SN
2022-10-02,BOL,Bolivia,,41.873987,12.564167,22687549,179326,,22508223,,,False,False,IT
2022-06-12,BOL,Bolivia,,28.026875,1.65284,265925,6875,,259050,,,False,False,DZ
2022-03-06,BOL,Bolivia,,33.930445,67.678945,175000,7843,,167157,,,False,False,AF
2021-05-16,BOL,Bolivia,,61.523111,-74.9,4949573,116211,,4833362,,,False,False,RU
2022-06-12,BOL,Bolivia,,19.054426,-73.045971,30963,835,,30128,,,False,False,HT
2022-06-12,BOL,Bolivia,,-38.421295,-63.587403,9311720,128994,,9182726,,,False,False,AR
2022-10-02,BOL,Bolivia,,58.596209,25.023778,585502,2565,,582937,,,False,False,EE0
2022-06-12,BOL,Bolivia,,17.579757,-3.998823,31125,735,,30390,,,False,False,ML
2022-10-02,BOL,Bolivia,,47.164696,9.555,19727,83,,19644,,,False,False,LI
2022-10-02,BOL,Bolivia,,47.697542,13.349319,5163371,20766,,5142605,,,False,False,AT
2022-06-12,BOL,Bolivia,,-9.181352,-75.002365,3591816,213338,,3378478,,,False,False,PE
2021-05-30,BOL,Bolivia,,,,4,0,,4,,,False,False,MH
2021-12-05,BOL,Bolivia,,9.934887,-11.283845,30785,681,,30104,,,False,False,GN
2022-06-12,BOL,Bolivia,,9.322048,2.313138,26952,163,,26789,,,False,False,BJ
2022-06-12,BOL,Bolivia,,29.310278,47.493515,635868,2555,,633313,,,False,False,KW
2022-06-12,BOL,Bolivia,,14.746334,-86.253097,425564,10902,,414662,,,False,False,HN
2022-06-12,BOL,Bolivia,,-0.828097,11.598909,47711,304,,47407,,,False,False,GA
2022-10-02,BOL,Bolivia,,35.946151,14.384612,114721,806,,113915,,,False,False,MT
2022-10-02,BOL,Bolivia,,51.92275,19.136875,6305925,117991,,6187934,,,False,False,PL
2022-06-12,BOL,Bolivia,,7.365302,12.34344,119947,1930,,118017,,,False,False,CM
2022-06-12,BOL,Bolivia,,21.901806,121.471,2892263,4171,,2888092,,,False,False,TW
2021-02-15,BOL,Bolivia,Cases on an international conveyance Japan,,,705,6,,699,,,False,False,
2021-05-16,BOL,Bolivia,Eswatini,-26.518375,31.465684,18520,672,,17848,,,False,False,
2020-03-25,BOL,Bolivia,Netherlands Antilles,52.376356,4.924567,22,0,0,22,,,False,False,
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,31.792306,-7.080168,1175604,16082,,1159522,,,False,False,MA
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,17.579757,-3.998823,31125,735,,30390,,,False,False,ML
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,,,5145,6,,5139,,,False,False,
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,-1.94708,29.876376,130383,1459,,128924,,,False,False,RW
2021-04-11,BES,"Bonaire, Saint Eustatius and Saba",,43.892652,17.670584,191154,7938,,183216,,,False,False,BA
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,,,11909,12,,11897,,,False,False,
2022-10-02,BES,"Bonaire, Saint Eustatius and Saba",,35.946151,14.384612,114721,806,,113915,,,False,False,MT
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,26.338522,17.268816,502076,6430,,495646,,,False,False,LY
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,1.364917,103.822872,1321146,1397,,1319749,,,False,False,SG
2022-10-02,BES,"Bonaire, Saint Eustatius and Saba",,64.952416,26.068944,1295225,8054,,1287171,,,False,False,FI
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,25.318833,51.19693,372704,677,,372027,,,False,False,QA
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,-32.53152,-55.758328,943877,7290,,936587,,,False,False,UY
2021-05-30,BES,"Bonaire, Saint Eustatius and Saba",,-51.800581,-59.528839,63,0,,63,,,False,False,FK
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,21.527062,-79.544601,1105631,8529,,1097102,,,False,False,CU
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,41.379722,64.564459,239272,1637,,237635,,,False,False,UZ
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,17.192929,-88.5009,61150,678,,60472,,,False,False,BZ
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,,,10575,14,,10561,,,False,False,VU
2021-05-16,BES,"Bonaire, Saint Eustatius and Saba",,-0.662071,14.927424,11343,148,,11195,,,False,False,CG
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,34.886306,134.379711,9032197,30883,,9001314,,,False,False,JP
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,28.026875,1.65284,265925,6875,,259050,,,False,False,DZ
2021-05-16,BES,"Bonaire, Saint Eustatius and Saba",,18.091293,-63.08288,2282,27,,2255,,,False,False,SX
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,-13.24627,34.295385,86107,2642,,83465,,,False,False,MW
2021-12-05,BES,"Bonaire, Saint Eustatius and Saba",,9.934887,-11.283845,30785,681,,30104,,,False,False,GN
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,15.416749,-61.36413,14638,67,,14571,,,False,False,DM
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,17.611,8.080946,9031,310,,8721,,,False,False,NE
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,31.276778,37.130583,1697271,14068,,1683203,,,False,False,JO
2022-10-02,BES,"Bonaire, Saint Eustatius and Saba",,49.815764,6.131514,341750,1322,,340428,,,False,False,LU
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,,,21237,149,,21088,,,False,False,SB
2022-06-12,BES,"Bonaire, Saint Eustatius and Saba",,15.18132,39.786709,9771,103,,9668,,,False,False,ER
